#   z            H/c (1/Mpc)           D_A(Mpc)        D_L(Mpc)  d_comoving(Mpc)     Omega_m(z)      c*Age(Mpc) 
   0.7711548E+00   0.3539979E-03   0.1569965E+04   0.4924963E+04   0.2780651E+04   0.2349399E-01   0.2087183E+04
   0.7337569E+00   0.3459053E-03   0.1542186E+04   0.4635678E+04   0.2673776E+04   0.2623304E-01   0.2148174E+04
   0.7058472E+00   0.3399700E-03   0.1519707E+04   0.4422218E+04   0.2592388E+04   0.2851189E-01   0.2195500E+04
   0.7019739E+00   0.3391535E-03   0.1516463E+04   0.4392763E+04   0.2580981E+04   0.2884539E-01   0.2202194E+04
   0.7366739E+00   0.3465308E-03   0.1544447E+04   0.4658109E+04   0.2682201E+04   0.2600694E-01   0.2143318E+04
   0.7567996E+00   0.3508728E-03   0.1559608E+04   0.4813488E+04   0.2739919E+04   0.2450538E-01   0.2110274E+04
   0.7863842E+00   0.3573385E-03   0.1580551E+04   0.5043803E+04   0.2823470E+04   0.2247209E-01   0.2063110E+04
   0.7168862E+00   0.3423068E-03   0.1528784E+04   0.4506393E+04   0.2624748E+04   0.2758494E-01   0.2176591E+04
   0.8560349E+00   0.3729407E-03   0.1624039E+04   0.5594596E+04   0.3014273E+04   0.1839457E-01   0.1958316E+04
   0.8828294E+00   0.3790815E-03   0.1638776E+04   0.5809538E+04   0.3085536E+04   0.1705412E-01   0.1920195E+04
   0.8971401E+00   0.3823922E-03   0.1646227E+04   0.5925002E+04   0.3123123E+04   0.1638368E-01   0.1900307E+04
   0.8374515E+00   0.3687265E-03   0.1613191E+04   0.5446500E+04   0.2964160E+04   0.1939417E-01   0.1985453E+04
   0.8334934E+00   0.3678337E-03   0.1610812E+04   0.5415062E+04   0.2953412E+04   0.1961492E-01   0.1991308E+04
   0.8213893E+00   0.3651140E-03   0.1603382E+04   0.5319155E+04   0.2920384E+04   0.2030778E-01   0.2009382E+04
   0.8710896E+00   0.3763817E-03   0.1632448E+04   0.5715161E+04   0.3054456E+04   0.1762735E-01   0.1936754E+04
   0.8950376E+00   0.3819045E-03   0.1645150E+04   0.5908010E+04   0.3117622E+04   0.1648028E-01   0.1903209E+04
   0.8029315E+00   0.3609973E-03   0.1591598E+04   0.5173588E+04   0.2869542E+04   0.2141816E-01   0.2037438E+04
   0.8357815E+00   0.3683496E-03   0.1612190E+04   0.5433231E+04   0.2959629E+04   0.1948696E-01   0.1987920E+04
   0.8749060E+00   0.3772577E-03   0.1634527E+04   0.5745807E+04   0.3064584E+04   0.1743865E-01   0.1931346E+04
   0.8440865E+00   0.3702269E-03   0.1617125E+04   0.5499283E+04   0.2982118E+04   0.1903040E-01   0.1975697E+04
   0.8551544E+00   0.3727402E-03   0.1623537E+04   0.5587561E+04   0.3011912E+04   0.1844060E-01   0.1959589E+04
   0.8648815E+00   0.3749598E-03   0.1629021E+04   0.5665380E+04   0.3037930E+04   0.1793926E-01   0.1945600E+04
   0.8160180E+00   0.3639122E-03   0.1600010E+04   0.5276709E+04   0.2905648E+04   0.2062406E-01   0.2017484E+04
   0.8380937E+00   0.3688715E-03   0.1613574E+04   0.5451604E+04   0.2965901E+04   0.1935862E-01   0.1984505E+04
   0.8594821E+00   0.3737265E-03   0.1625994E+04   0.5622157E+04   0.3023507E+04   0.1821562E-01   0.1953346E+04
   0.8814182E+00   0.3787562E-03   0.1638026E+04   0.5798176E+04   0.3081812E+04   0.1712191E-01   0.1922174E+04
   0.8344118E+00   0.3680407E-03   0.1611366E+04   0.5422353E+04   0.2955908E+04   0.1956345E-01   0.1989947E+04
   0.8104600E+00   0.3626719E-03   0.1596472E+04   0.5232861E+04   0.2890349E+04   0.2095719E-01   0.2025922E+04
   0.8969168E+00   0.3823404E-03   0.1646113E+04   0.5923197E+04   0.3122539E+04   0.1639391E-01   0.1900615E+04
   0.8036408E+00   0.3611548E-03   0.1592061E+04   0.5179167E+04   0.2871507E+04   0.2137424E-01   0.2036349E+04
   0.8943074E+00   0.3817352E-03   0.1644775E+04   0.5902111E+04   0.3115709E+04   0.1651399E-01   0.1904218E+04
   0.8066993E+00   0.3618346E-03   0.1594049E+04   0.5203236E+04   0.2879968E+04   0.2118604E-01   0.2031662E+04
   0.8024628E+00   0.3608932E-03   0.1591292E+04   0.5169903E+04   0.2868244E+04   0.2144723E-01   0.2038158E+04
   0.8750662E+00   0.3772946E-03   0.1634613E+04   0.5747094E+04   0.3065008E+04   0.1743078E-01   0.1931120E+04
   0.8191693E+00   0.3646169E-03   0.1601994E+04   0.5301603E+04   0.2914299E+04   0.2043783E-01   0.2012725E+04
   0.8842335E+00   0.3794054E-03   0.1639520E+04   0.5820847E+04   0.3089238E+04   0.1698699E-01   0.1918229E+04
   0.8903470E+00   0.3808180E-03   0.1642726E+04   0.5870136E+04   0.3105322E+04   0.1669814E-01   0.1909707E+04
   0.8767258E+00   0.3776760E-03   0.1635511E+04   0.5760432E+04   0.3069405E+04   0.1734947E-01   0.1928776E+04
   0.8394339E+00   0.3691743E-03   0.1614373E+04   0.5462259E+04   0.2969533E+04   0.1928467E-01   0.1982530E+04
   0.8841488E+00   0.3793859E-03   0.1639475E+04   0.5820164E+04   0.3089015E+04   0.1699103E-01   0.1918348E+04
   0.8762042E+00   0.3775561E-03   0.1635229E+04   0.5756239E+04   0.3068024E+04   0.1737498E-01   0.1929512E+04
   0.8329155E+00   0.3677035E-03   0.1610462E+04   0.5410475E+04   0.2951841E+04   0.1964738E-01   0.1992165E+04
   0.8886329E+00   0.3804215E-03   0.1641832E+04   0.5856307E+04   0.3100818E+04   0.1677857E-01   0.1912091E+04
   0.8497465E+00   0.3715105E-03   0.1620427E+04   0.5544391E+04   0.2997379E+04   0.1872616E-01   0.1967434E+04
   0.8478591E+00   0.3710821E-03   0.1619331E+04   0.5529342E+04   0.2992296E+04   0.1882699E-01   0.1970183E+04
   0.8386492E+00   0.3689970E-03   0.1613906E+04   0.5456020E+04   0.2967407E+04   0.1932793E-01   0.1983686E+04
   0.8790177E+00   0.3782033E-03   0.1636743E+04   0.5778861E+04   0.3075469E+04   0.1723790E-01   0.1925547E+04
   0.8597578E+00   0.3737894E-03   0.1626150E+04   0.5624363E+04   0.3024245E+04   0.1820139E-01   0.1952949E+04
   0.8907403E+00   0.3809090E-03   0.1642930E+04   0.5873310E+04   0.3106354E+04   0.1667975E-01   0.1909161E+04
   0.8111445E+00   0.3628245E-03   0.1596911E+04   0.5238257E+04   0.2892236E+04   0.2091584E-01   0.2024880E+04
   0.8878211E+00   0.3802339E-03   0.1641408E+04   0.5849761E+04   0.3098684E+04   0.1681680E-01   0.1913221E+04
   0.8510030E+00   0.3717960E-03   0.1621154E+04   0.5554416E+04   0.3000760E+04   0.1865937E-01   0.1965607E+04
   0.8565153E+00   0.3730501E-03   0.1624313E+04   0.5598435E+04   0.3015561E+04   0.1836951E-01   0.1957622E+04
   0.8863544E+00   0.3798950E-03   0.1640638E+04   0.5837936E+04   0.3094825E+04   0.1688615E-01   0.1915266E+04
   0.8742336E+00   0.3771033E-03   0.1634162E+04   0.5740405E+04   0.3062801E+04   0.1747173E-01   0.1932297E+04
   0.8763560E+00   0.3775910E-03   0.1635311E+04   0.5757459E+04   0.3068426E+04   0.1736755E-01   0.1929298E+04
   0.8456790E+00   0.3705877E-03   0.1618059E+04   0.5511967E+04   0.2986417E+04   0.1894423E-01   0.1973367E+04
   0.8003039E+00   0.3604143E-03   0.1589875E+04   0.5152934E+04   0.2862258E+04   0.2158173E-01   0.2041482E+04
   0.8952299E+00   0.3819490E-03   0.1645249E+04   0.5909564E+04   0.3118125E+04   0.1647142E-01   0.1902943E+04
   0.8765991E+00   0.3776469E-03   0.1635442E+04   0.5759413E+04   0.3069070E+04   0.1735566E-01   0.1928955E+04
   0.8033926E+00   0.3610997E-03   0.1591899E+04   0.5177215E+04   0.2870819E+04   0.2138960E-01   0.2036730E+04
   0.8452379E+00   0.3704878E-03   0.1617800E+04   0.5508453E+04   0.2985227E+04   0.1896805E-01   0.1974012E+04
   0.8106764E+00   0.3627201E-03   0.1596611E+04   0.5234567E+04   0.2890946E+04   0.2094411E-01   0.2025592E+04
   0.8480940E+00   0.3711354E-03   0.1619468E+04   0.5531214E+04   0.2992929E+04   0.1881441E-01   0.1969841E+04
   0.8352949E+00   0.3682399E-03   0.1611897E+04   0.5429366E+04   0.2958307E+04   0.1951410E-01   0.1988640E+04
   0.8383685E+00   0.3689336E-03   0.1613739E+04   0.5453789E+04   0.2966646E+04   0.1934343E-01   0.1984100E+04
   0.8154282E+00   0.3637804E-03   0.1599637E+04   0.5272052E+04   0.2904027E+04   0.2065912E-01   0.2018377E+04
   0.8202255E+00   0.3648533E-03   0.1602656E+04   0.5309952E+04   0.2917195E+04   0.2037584E-01   0.2011133E+04
   0.8481423E+00   0.3711464E-03   0.1619496E+04   0.5531599E+04   0.2993059E+04   0.1881183E-01   0.1969770E+04
   0.8321075E+00   0.3675215E-03   0.1609973E+04   0.5404063E+04   0.2949643E+04   0.1969288E-01   0.1993365E+04
   0.8372508E+00   0.3686812E-03   0.1613071E+04   0.5444905E+04   0.2963615E+04   0.1940530E-01   0.1985749E+04
   0.8587544E+00   0.3735605E-03   0.1625583E+04   0.5616337E+04   0.3021559E+04   0.1825323E-01   0.1954393E+04
   0.8931512E+00   0.3814672E-03   0.1644179E+04   0.5892772E+04   0.3112679E+04   0.1656751E-01   0.1905818E+04
   0.8901344E+00   0.3807688E-03   0.1642615E+04   0.5868420E+04   0.3104764E+04   0.1670809E-01   0.1910002E+04
   0.8448563E+00   0.3704013E-03   0.1617577E+04   0.5505414E+04   0.2984196E+04   0.1898869E-01   0.1974570E+04
   0.8829070E+00   0.3790994E-03   0.1638817E+04   0.5810162E+04   0.3085741E+04   0.1705041E-01   0.1920086E+04
   0.8022527E+00   0.3608466E-03   0.1591154E+04   0.5168250E+04   0.2867661E+04   0.2146028E-01   0.2038482E+04
   0.8321831E+00   0.3675385E-03   0.1610019E+04   0.5404663E+04   0.2949849E+04   0.1968862E-01   0.1993252E+04
   0.8424065E+00   0.3698466E-03   0.1616135E+04   0.5485909E+04   0.2977578E+04   0.1912177E-01   0.1978160E+04
   0.8628056E+00   0.3744853E-03   0.1627862E+04   0.5648755E+04   0.3032391E+04   0.1804494E-01   0.1948572E+04
   0.8339454E+00   0.3679356E-03   0.1611084E+04   0.5418650E+04   0.2954641E+04   0.1958957E-01   0.1990638E+04
   0.8685977E+00   0.3758104E-03   0.1631079E+04   0.5695168E+04   0.3047830E+04   0.1775181E-01   0.1940297E+04
   0.8650366E+00   0.3749953E-03   0.1629107E+04   0.5666623E+04   0.3038344E+04   0.1793139E-01   0.1945378E+04
   0.8460627E+00   0.3706747E-03   0.1618283E+04   0.5515024E+04   0.2987452E+04   0.1892354E-01   0.1972806E+04
   0.8454245E+00   0.3705300E-03   0.1617910E+04   0.5509939E+04   0.2985730E+04   0.1895798E-01   0.1973739E+04
   0.8604206E+00   0.3739406E-03   0.1626523E+04   0.5629665E+04   0.3026017E+04   0.1816724E-01   0.1951996E+04
   0.8604849E+00   0.3739553E-03   0.1626559E+04   0.5630180E+04   0.3026189E+04   0.1816393E-01   0.1951904E+04
   0.8831510E+00   0.3791557E-03   0.1638947E+04   0.5812128E+04   0.3086384E+04   0.1703872E-01   0.1919744E+04
   0.8043440E+00   0.3613110E-03   0.1592520E+04   0.5184698E+04   0.2873453E+04   0.2133081E-01   0.2035270E+04
   0.8071950E+00   0.3619449E-03   0.1594370E+04   0.5207138E+04   0.2881337E+04   0.2115572E-01   0.2030904E+04
   0.8620044E+00   0.3743022E-03   0.1627413E+04   0.5642340E+04   0.3030251E+04   0.1808592E-01   0.1949722E+04
   0.8194223E+00   0.3646735E-03   0.1602153E+04   0.5303603E+04   0.2914993E+04   0.2042296E-01   0.2012343E+04
   0.8401694E+00   0.3693406E-03   0.1614810E+04   0.5468109E+04   0.2971525E+04   0.1924422E-01   0.1981447E+04
   0.8764817E+00   0.3776199E-03   0.1635379E+04   0.5758470E+04   0.3068759E+04   0.1736140E-01   0.1929121E+04
   0.8664297E+00   0.3753140E-03   0.1629881E+04   0.5677787E+04   0.3042058E+04   0.1786089E-01   0.1943388E+04
   0.8060031E+00   0.3616798E-03   0.1593598E+04   0.5197754E+04   0.2878043E+04   0.2122872E-01   0.2032727E+04
   0.8482804E+00   0.3711777E-03   0.1619576E+04   0.5532700E+04   0.2993431E+04   0.1880443E-01   0.1969569E+04
   0.8313187E+00   0.3673439E-03   0.1609494E+04   0.5397805E+04   0.2947496E+04   0.1973741E-01   0.1994537E+04
   0.8290615E+00   0.3668361E-03   0.1608118E+04   0.5379905E+04   0.2941347E+04   0.1986547E-01   0.1997897E+04
   0.8883934E+00   0.3803662E-03   0.1641707E+04   0.5854376E+04   0.3100189E+04   0.1678984E-01   0.1912424E+04
   0.8215431E+00   0.3651484E-03   0.1603478E+04   0.5320371E+04   0.2920805E+04   0.2029880E-01   0.2009151E+04
   0.8580192E+00   0.3733929E-03   0.1625167E+04   0.5610457E+04   0.3019591E+04   0.1829132E-01   0.1955453E+04
   0.8468812E+00   0.3708603E-03   0.1618761E+04   0.5521547E+04   0.2989660E+04   0.1887948E-01   0.1971610E+04
   0.8721585E+00   0.3766269E-03   0.1633032E+04   0.5723741E+04   0.3057295E+04   0.1757427E-01   0.1935237E+04
   0.8143427E+00   0.3635380E-03   0.1598949E+04   0.5263485E+04   0.2901042E+04   0.2072383E-01   0.2020022E+04
   0.8478740E+00   0.3710855E-03   0.1619340E+04   0.5529460E+04   0.2992336E+04   0.1882620E-01   0.1970162E+04
   0.8169992E+00   0.3641315E-03   0.1600630E+04   0.5284457E+04   0.2908343E+04   0.2056587E-01   0.2016001E+04
   0.8206008E+00   0.3649374E-03   0.1602890E+04   0.5312920E+04   0.2918223E+04   0.2035386E-01   0.2010568E+04
   0.8380979E+00   0.3688725E-03   0.1613577E+04   0.5451638E+04   0.2965913E+04   0.1935839E-01   0.1984499E+04
   0.8999093E+00   0.3830353E-03   0.1647636E+04   0.5947398E+04   0.3130359E+04   0.1625742E-01   0.1896496E+04
   0.8926459E+00   0.3813502E-03   0.1643918E+04   0.5888692E+04   0.3111354E+04   0.1659096E-01   0.1906518E+04
   0.8865279E+00   0.3799351E-03   0.1640729E+04   0.5839335E+04   0.3095281E+04   0.1687793E-01   0.1915024E+04
   0.8285121E+00   0.3667125E-03   0.1607782E+04   0.5375550E+04   0.2939849E+04   0.1989677E-01   0.1998716E+04
   0.8033275E+00   0.3610852E-03   0.1591857E+04   0.5176703E+04   0.2870639E+04   0.2139363E-01   0.2036830E+04
   0.8927594E+00   0.3813765E-03   0.1643976E+04   0.5889609E+04   0.3111652E+04   0.1658569E-01   0.1906361E+04
   0.8655544E+00   0.3751137E-03   0.1629395E+04   0.5670772E+04   0.3039725E+04   0.1790515E-01   0.1944638E+04
   0.8985781E+00   0.3827260E-03   0.1646960E+04   0.5936630E+04   0.3126882E+04   0.1631797E-01   0.1898326E+04
   0.8649863E+00   0.3749838E-03   0.1629079E+04   0.5666220E+04   0.3038210E+04   0.1793394E-01   0.1945450E+04
   0.8170405E+00   0.3641407E-03   0.1600656E+04   0.5284784E+04   0.2908457E+04   0.2056342E-01   0.2015938E+04
   0.8761804E+00   0.3775506E-03   0.1635216E+04   0.5756047E+04   0.3067961E+04   0.1737615E-01   0.1929546E+04
   0.8481305E+00   0.3711437E-03   0.1619489E+04   0.5531505E+04   0.2993027E+04   0.1881246E-01   0.1969788E+04
   0.8959543E+00   0.3821170E-03   0.1645620E+04   0.5915417E+04   0.3120021E+04   0.1643809E-01   0.1901943E+04
   0.8936666E+00   0.3815867E-03   0.1644445E+04   0.5896935E+04   0.3114030E+04   0.1654363E-01   0.1905104E+04
   0.8498745E+00   0.3715396E-03   0.1620501E+04   0.5545412E+04   0.2997724E+04   0.1871934E-01   0.1967248E+04
   0.8596880E+00   0.3737735E-03   0.1626110E+04   0.5623804E+04   0.3024058E+04   0.1820499E-01   0.1953050E+04
   0.8481554E+00   0.3711493E-03   0.1619504E+04   0.5531703E+04   0.2993094E+04   0.1881113E-01   0.1969751E+04
   0.8858347E+00   0.3797750E-03   0.1640365E+04   0.5833748E+04   0.3093457E+04   0.1691079E-01   0.1915991E+04
   0.8778011E+00   0.3779234E-03   0.1636090E+04   0.5769076E+04   0.3072251E+04   0.1729703E-01   0.1927260E+04
   0.8556126E+00   0.3728445E-03   0.1623798E+04   0.5591222E+04   0.3013141E+04   0.1841663E-01   0.1958926E+04
   0.8088098E+00   0.3623043E-03   0.1595412E+04   0.5219857E+04   0.2885796E+04   0.2105727E-01   0.2028437E+04
   0.8970455E+00   0.3823702E-03   0.1646179E+04   0.5924238E+04   0.3122876E+04   0.1638801E-01   0.1900437E+04
   0.8696030E+00   0.3760408E-03   0.1631632E+04   0.5703233E+04   0.3050505E+04   0.1770148E-01   0.1938866E+04
   0.8151216E+00   0.3637119E-03   0.1599443E+04   0.5269632E+04   0.2903184E+04   0.2067738E-01   0.2018842E+04
   0.8853386E+00   0.3796605E-03   0.1640103E+04   0.5829750E+04   0.3092150E+04   0.1693436E-01   0.1916684E+04
   0.8385455E+00   0.3689736E-03   0.1613844E+04   0.5455196E+04   0.2967126E+04   0.1933366E-01   0.1983839E+04
   0.8837044E+00   0.3792833E-03   0.1639240E+04   0.5816585E+04   0.3087844E+04   0.1701225E-01   0.1918969E+04
   0.8525519E+00   0.3721481E-03   0.1622046E+04   0.5566778E+04   0.3004924E+04   0.1857740E-01   0.1963358E+04
   0.8407001E+00   0.3694606E-03   0.1615125E+04   0.5472331E+04   0.2972961E+04   0.1921509E-01   0.1980667E+04
   0.8670293E+00   0.3754513E-03   0.1630213E+04   0.5682593E+04   0.3043655E+04   0.1783065E-01   0.1942532E+04
   0.8532015E+00   0.3722958E-03   0.1622419E+04   0.5571964E+04   0.3006669E+04   0.1854315E-01   0.1962416E+04
   0.8934802E+00   0.3815435E-03   0.1644349E+04   0.5895429E+04   0.3113541E+04   0.1655226E-01   0.1905362E+04
   0.8485298E+00   0.3712343E-03   0.1619721E+04   0.5534689E+04   0.2994103E+04   0.1879109E-01   0.1969206E+04
   0.8119875E+00   0.3630124E-03   0.1597450E+04   0.5244904E+04   0.2894559E+04   0.2086503E-01   0.2023598E+04
   0.8962098E+00   0.3821763E-03   0.1645751E+04   0.5917483E+04   0.3120690E+04   0.1642634E-01   0.1901590E+04
   0.9721128E+00   0.4000801E-03   0.1680842E+04   0.6537178E+04   0.3314810E+04   0.1332412E-01   0.1801198E+04
   0.9445171E+00   0.3935032E-03   0.1668928E+04   0.6310463E+04   0.3245260E+04   0.1436798E-01   0.1836715E+04
   0.9024732E+00   0.3836314E-03   0.1648931E+04   0.5968149E+04   0.3137047E+04   0.1614149E-01   0.1892978E+04
   0.9868325E+00   0.4036193E-03   0.1686825E+04   0.6658749E+04   0.3351440E+04   0.1280266E-01   0.1782693E+04
   0.9627038E+00   0.3978291E-03   0.1676883E+04   0.6459700E+04   0.3291225E+04   0.1367006E-01   0.1813186E+04
   0.9514386E+00   0.3951456E-03   0.1672004E+04   0.6367178E+04   0.3262812E+04   0.1409771E-01   0.1827704E+04
   0.9252932E+00   0.3889671E-03   0.1660070E+04   0.6153473E+04   0.3196122E+04   0.1514996E-01   0.1862110E+04
   0.9897206E+00   0.4043162E-03   0.1687970E+04   0.6682654E+04   0.3358589E+04   0.1270308E-01   0.1779097E+04
   0.9320617E+00   0.3905599E-03   0.1663243E+04   0.6208657E+04   0.3213488E+04   0.1486926E-01   0.1853106E+04
   0.9315640E+00   0.3904426E-03   0.1663012E+04   0.6204596E+04   0.3212213E+04   0.1488970E-01   0.1853766E+04
   0.9256868E+00   0.3890595E-03   0.1660257E+04   0.6156679E+04   0.3197134E+04   0.1513347E-01   0.1861585E+04
   0.9483185E+00   0.3944047E-03   0.1670625E+04   0.6341600E+04   0.3254909E+04   0.1421882E-01   0.1831757E+04
   0.9824284E+00   0.4025581E-03   0.1685062E+04   0.6622330E+04   0.3340514E+04   0.1295621E-01   0.1788198E+04
   0.9662795E+00   0.3986835E-03   0.1678400E+04   0.6489122E+04   0.3300204E+04   0.1353741E-01   0.1808616E+04
   0.9302841E+00   0.3901411E-03   0.1662415E+04   0.6194155E+04   0.3208934E+04   0.1494240E-01   0.1855464E+04
   0.9819726E+00   0.4024484E-03   0.1684878E+04   0.6618562E+04   0.3339381E+04   0.1297222E-01   0.1788770E+04
   0.9436764E+00   0.3933041E-03   0.1668551E+04   0.6303581E+04   0.3243123E+04   0.1440121E-01   0.1837814E+04
   0.9150552E+00   0.3865666E-03   0.1655158E+04   0.6070188E+04   0.3169720E+04   0.1558601E-01   0.1875861E+04
   0.9068525E+00   0.3846512E-03   0.1651123E+04   0.6003625E+04   0.3148447E+04   0.1594565E-01   0.1886992E+04
   0.9177885E+00   0.3872064E-03   0.1656483E+04   0.6092401E+04   0.3176785E+04   0.1546822E-01   0.1872174E+04
   0.9202094E+00   0.3877738E-03   0.1657649E+04   0.6112089E+04   0.3183032E+04   0.1536473E-01   0.1868918E+04
   0.9124009E+00   0.3859461E-03   0.1653862E+04   0.6048633E+04   0.3162848E+04   0.1570137E-01   0.1879451E+04
   0.9553309E+00   0.3960714E-03   0.1673707E+04   0.6399116E+04   0.3272651E+04   0.1394826E-01   0.1822667E+04
   0.9909726E+00   0.4046186E-03   0.1688463E+04   0.6693022E+04   0.3361685E+04   0.1266018E-01   0.1777542E+04
   0.9557502E+00   0.3961712E-03   0.1673890E+04   0.6402558E+04   0.3273710E+04   0.1393227E-01   0.1822126E+04
   0.9319887E+00   0.3905427E-03   0.1663209E+04   0.6208062E+04   0.3213301E+04   0.1487226E-01   0.1853203E+04
   0.9635864E+00   0.3980399E-03   0.1677259E+04   0.6466960E+04   0.3293443E+04   0.1363718E-01   0.1812056E+04
   0.9180286E+00   0.3872627E-03   0.1656599E+04   0.6094353E+04   0.3177405E+04   0.1545792E-01   0.1871851E+04
   0.9010932E+00   0.3833105E-03   0.1648235E+04   0.5956978E+04   0.3133449E+04   0.1620377E-01   0.1894870E+04
   0.9650042E+00   0.3983786E-03   0.1677861E+04   0.6478626E+04   0.3297004E+04   0.1358455E-01   0.1810243E+04
   0.9596611E+00   0.3971030E-03   0.1675581E+04   0.6434684E+04   0.3283570E+04   0.1378410E-01   0.1817089E+04
   0.9304103E+00   0.3901709E-03   0.1662474E+04   0.6195184E+04   0.3209258E+04   0.1493720E-01   0.1855297E+04
   0.9789814E+00   0.4017289E-03   0.1683665E+04   0.6593852E+04   0.3331942E+04   0.1307785E-01   0.1792526E+04
   0.9569484E+00   0.3964565E-03   0.1674410E+04   0.6412398E+04   0.3276733E+04   0.1388668E-01   0.1820580E+04
   0.9100984E+00   0.3854083E-03   0.1652730E+04   0.6029948E+04   0.3156878E+04   0.1580222E-01   0.1882575E+04
   0.9058113E+00   0.3844085E-03   0.1650604E+04   0.5995186E+04   0.3145740E+04   0.1599197E-01   0.1888413E+04
   0.9065083E+00   0.3845710E-03   0.1650951E+04   0.6000835E+04   0.3147553E+04   0.1596094E-01   0.1887462E+04
   0.9906436E+00   0.4045391E-03   0.1688334E+04   0.6690297E+04   0.3360871E+04   0.1267144E-01   0.1777951E+04
